,0
1250,17.887332093965924
1251,15.181936917217982
1252,14.246810385224322
1253,12.837341799482616
1254,13.198141858495205
1255,13.084599863759735
1256,12.49671581527619
1257,12.035931337030576
1258,13.345415503539243
1259,14.180557616299893
1260,14.541357675312469
1261,15.029257304562947
1262,15.042814880065379
1263,15.183472025805706
1264,15.451228741783979
1265,15.684929230558666
1266,15.277301296515745
1267,15.04151679544993
1268,14.977575727361234
1269,14.867589350181731
1270,14.929446405979292
1271,14.945258152686066
1272,14.915024590302025
1273,14.897128831304109
1274,15.051076505283298
1275,15.15897887017168
1276,15.22083592596924
1277,15.295030785152939
1278,15.32318033524583
1279,15.363667688724853
1280,15.416492845589985
1281,15.466012098001428
1282,6.9502760945197295
1283,0.7295933198210349
